NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
MACAÚBAS,44,SORAYA VIEIRA THRONICKE,214
SÃO CAETANO DO SUL,44,SORAYA VIEIRA THRONICKE,530
SÃO PEDRO,44,SORAYA VIEIRA THRONICKE,77
SÃO JOÃO DE MERITI,44,SORAYA VIEIRA THRONICKE,1491
CARAGUATATUBA,44,SORAYA VIEIRA THRONICKE,373
PIRACAIA,44,SORAYA VIEIRA THRONICKE,96
CAJAMAR,44,SORAYA VIEIRA THRONICKE,298
SALGADO,44,SORAYA VIEIRA THRONICKE,51
COREAÚ,44,SORAYA VIEIRA THRONICKE,108
LIMEIRA,44,SORAYA VIEIRA THRONICKE,748
MARACÁS,44,SORAYA VIEIRA THRONICKE,118
MONTES CLAROS,44,SORAYA VIEIRA THRONICKE,670
GUARATINGUETÁ,44,SORAYA VIEIRA THRONICKE,435
VERA CRUZ,44,SORAYA VIEIRA THRONICKE,335
ANAGÉ,44,SORAYA VIEIRA THRONICKE,134
PONTA GROSSA,44,SORAYA VIEIRA THRONICKE,1703
LAGOA DA PRATA,44,SORAYA VIEIRA THRONICKE,87
ÉRICO CARDOSO,44,SORAYA VIEIRA THRONICKE,54
HORTOLÂNDIA,44,SORAYA VIEIRA THRONICKE,811
GUAMARÉ,44,SORAYA VIEIRA THRONICKE,25
QUEIMADOS,44,SORAYA VIEIRA THRONICKE,460
GUAPIMIRIM,44,SORAYA VIEIRA THRONICKE,166
CEDRAL,44,SORAYA VIEIRA THRONICKE,44
APORÁ,44,SORAYA VIEIRA THRONICKE,105
CRUZ DAS ALMAS,44,SORAYA VIEIRA THRONICKE,261
CAPÃO BONITO,44,SORAYA VIEIRA THRONICKE,131
SANTA ROSA,44,SORAYA VIEIRA THRONICKE,120
ÁGUAS DE LINDÓIA,44,SORAYA VIEIRA THRONICKE,43
MACAUBAL,44,SORAYA VIEIRA THRONICKE,18
SANTA INÊS,44,SORAYA VIEIRA THRONICKE,139
MOTUCA,44,SORAYA VIEIRA THRONICKE,7
CORAÇÃO DE JESUS,44,SORAYA VIEIRA THRONICKE,24
SUZANO,44,SORAYA VIEIRA THRONICKE,1207
BOTUCATU,44,SORAYA VIEIRA THRONICKE,513
ASSIS,44,SORAYA VIEIRA THRONICKE,279
ORIENTE,44,SORAYA VIEIRA THRONICKE,10
ITUMBIARA,44,SORAYA VIEIRA THRONICKE,416
ITU,44,SORAYA VIEIRA THRONICKE,503
ITABERABA,44,SORAYA VIEIRA THRONICKE,245
MOGI GUAÇU,44,SORAYA VIEIRA THRONICKE,433
MIRACATU,44,SORAYA VIEIRA THRONICKE,78
CRUZEIRO,44,SORAYA VIEIRA THRONICKE,215
TIBAU DO SUL,44,SORAYA VIEIRA THRONICKE,24
SERTANEJA,44,SORAYA VIEIRA THRONICKE,15
REDENTORA,44,SORAYA VIEIRA THRONICKE,7
ITAJUBÁ,44,SORAYA VIEIRA THRONICKE,239
TAIOBEIRAS,44,SORAYA VIEIRA THRONICKE,84
VALPARAÍSO DE GOIÁS,44,SORAYA VIEIRA THRONICKE,451
VEREDA,44,SORAYA VIEIRA THRONICKE,37
RIO FORTUNA,44,SORAYA VIEIRA THRONICKE,33
ITAGUAÍ,44,SORAYA VIEIRA THRONICKE,437
EMBU-GUAÇU,44,SORAYA VIEIRA THRONICKE,533
RIO BRANCO,44,SORAYA VIEIRA THRONICKE,1349
ZABELÊ,44,SORAYA VIEIRA THRONICKE,10
MARANGUAPE,44,SORAYA VIEIRA THRONICKE,369
CAMETÁ,44,SORAYA VIEIRA THRONICKE,231
ALCOBAÇA,44,SORAYA VIEIRA THRONICKE,85
CONTAGEM,44,SORAYA VIEIRA THRONICKE,1869
PLANURA,44,SORAYA VIEIRA THRONICKE,7
SAPUCAIA DO SUL,44,SORAYA VIEIRA THRONICKE,312
URU,44,SORAYA VIEIRA THRONICKE,5
QUISSAMÃ,44,SORAYA VIEIRA THRONICKE,51
MIRANTE DA SERRA,44,SORAYA VIEIRA THRONICKE,23
