NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
PORTO FERREIRA,30,LUIZ FELIPE CHAVES D AVILA,144
ARACAJU,30,LUIZ FELIPE CHAVES D AVILA,1197
TURMALINA,30,LUIZ FELIPE CHAVES D AVILA,73
SÃO FÉLIX DO XINGU,30,LUIZ FELIPE CHAVES D AVILA,21
COLÍDER,30,LUIZ FELIPE CHAVES D AVILA,24
CANAVIEIRAS,30,LUIZ FELIPE CHAVES D AVILA,17
SIMÃO DIAS,30,LUIZ FELIPE CHAVES D AVILA,42
DORES DE CAMPOS,30,LUIZ FELIPE CHAVES D AVILA,48
NOVA PRATA DO IGUAÇU,30,LUIZ FELIPE CHAVES D AVILA,16
LARANJA DA TERRA,30,LUIZ FELIPE CHAVES D AVILA,9
RIBEIRÃO CLARO,30,LUIZ FELIPE CHAVES D AVILA,18
AURORA DO PARÁ,30,LUIZ FELIPE CHAVES D AVILA,11
RIO BRANCO,30,LUIZ FELIPE CHAVES D AVILA,603
SÃO LOURENÇO DA MATA,30,LUIZ FELIPE CHAVES D AVILA,77
DOM PEDRITO,30,LUIZ FELIPE CHAVES D AVILA,55
ITAJAÍ,30,LUIZ FELIPE CHAVES D AVILA,1249
ITAQUI,30,LUIZ FELIPE CHAVES D AVILA,48
SÃO GABRIEL,30,LUIZ FELIPE CHAVES D AVILA,98
PASSOS,30,LUIZ FELIPE CHAVES D AVILA,520
SÃO FRANCISCO DO SUL,30,LUIZ FELIPE CHAVES D AVILA,229
AQUIRAZ,30,LUIZ FELIPE CHAVES D AVILA,57
JOÃO PESSOA,30,LUIZ FELIPE CHAVES D AVILA,1479
CORDISBURGO,30,LUIZ FELIPE CHAVES D AVILA,30
FOZ DO IGUAÇU,30,LUIZ FELIPE CHAVES D AVILA,697
SÃO ROQUE DE MINAS,30,LUIZ FELIPE CHAVES D AVILA,44
PONTAL DO PARANÁ,30,LUIZ FELIPE CHAVES D AVILA,74
PARAMBU,30,LUIZ FELIPE CHAVES D AVILA,12
POÇOS DE CALDAS,30,LUIZ FELIPE CHAVES D AVILA,1053
MIRASSOL,30,LUIZ FELIPE CHAVES D AVILA,191
COLORADO,30,LUIZ FELIPE CHAVES D AVILA,33
PIRAQUARA,30,LUIZ FELIPE CHAVES D AVILA,247
SANTA CRUZ DO CAPIBARIBE,30,LUIZ FELIPE CHAVES D AVILA,104
ILHOTA,30,LUIZ FELIPE CHAVES D AVILA,58
TOCANTINÓPOLIS,30,LUIZ FELIPE CHAVES D AVILA,13
SANTA MARIA,30,LUIZ FELIPE CHAVES D AVILA,1217
ALMEIRIM,30,LUIZ FELIPE CHAVES D AVILA,7
PEDRA PRETA,30,LUIZ FELIPE CHAVES D AVILA,18
NAVIRAÍ,30,LUIZ FELIPE CHAVES D AVILA,64
SÃO MIGUEL DO OESTE,30,LUIZ FELIPE CHAVES D AVILA,232
COCAL,30,LUIZ FELIPE CHAVES D AVILA,7
SÃO JOSÉ DO CEDRO,30,LUIZ FELIPE CHAVES D AVILA,35
EUNÁPOLIS,30,LUIZ FELIPE CHAVES D AVILA,103
LEME,30,LUIZ FELIPE CHAVES D AVILA,212
CUITÉ,30,LUIZ FELIPE CHAVES D AVILA,17
VIANA,30,LUIZ FELIPE CHAVES D AVILA,142
POMERODE,30,LUIZ FELIPE CHAVES D AVILA,272
CAETITÉ,30,LUIZ FELIPE CHAVES D AVILA,49
MOCOCA,30,LUIZ FELIPE CHAVES D AVILA,173
SÃO GONÇALO,30,LUIZ FELIPE CHAVES D AVILA,1555
LUZIÂNIA,30,LUIZ FELIPE CHAVES D AVILA,259
GUARAQUEÇABA,30,LUIZ FELIPE CHAVES D AVILA,9
PIRACURUCA,30,LUIZ FELIPE CHAVES D AVILA,32
SÃO LOURENÇO,30,LUIZ FELIPE CHAVES D AVILA,240
ANDRADAS,30,LUIZ FELIPE CHAVES D AVILA,272
SALTO VELOSO,30,LUIZ FELIPE CHAVES D AVILA,11
SÃO BENTO DO SUL,30,LUIZ FELIPE CHAVES D AVILA,615
SANTO ANTÔNIO DE LISBOA,30,LUIZ FELIPE CHAVES D AVILA,6
VITÓRIA DA CONQUISTA,30,LUIZ FELIPE CHAVES D AVILA,475
CRAVINHOS,30,LUIZ FELIPE CHAVES D AVILA,99
TELÊMACO BORBA,30,LUIZ FELIPE CHAVES D AVILA,169
POCINHOS,30,LUIZ FELIPE CHAVES D AVILA,23
PIEDADE DE CARATINGA,30,LUIZ FELIPE CHAVES D AVILA,47
SANTOS DUMONT,30,LUIZ FELIPE CHAVES D AVILA,186
