NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
CASCAVEL,12,CIRO FERREIRA GOMES,7619
IJUÍ,12,CIRO FERREIRA GOMES,1480
ITAIÓPOLIS,12,CIRO FERREIRA GOMES,198
FRAIBURGO,12,CIRO FERREIRA GOMES,404
IRUPI,12,CIRO FERREIRA GOMES,120
ISAÍAS COELHO,12,CIRO FERREIRA GOMES,97
LARANJEIRAS DO SUL,12,CIRO FERREIRA GOMES,375
GUARANTÃ DO NORTE,12,CIRO FERREIRA GOMES,165
SERRO,12,CIRO FERREIRA GOMES,233
ACARAÚ,12,CIRO FERREIRA GOMES,2093
PEREIRO,12,CIRO FERREIRA GOMES,544
SANTO AMARO DA IMPERATRIZ,12,CIRO FERREIRA GOMES,348
PALMITOS,12,CIRO FERREIRA GOMES,105
CACHOEIRO DE ITAPEMIRIM,12,CIRO FERREIRA GOMES,2253
